timestamp,type,module,level,method,user,client_ip,response_code,message,details
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: move - Movimiento cartesiano
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: endEffector - Control gripper/endeffector
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: executeGcode - Ejecuta código G-code en el robot
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: getPosition - Obtener posición actual del robot
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setPositionTracking - Habilitar/deshabilitar tracking de posición
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogin - Autenticación de usuarios
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogout - Logout de usuarios
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userCreate - Crear nuevo usuario
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userList - Listar usuarios
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userInfo - Información de usuario
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userUpdate - Actualizar usuario
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userDelete - Eliminar usuario
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineCreate - Crear nueva rutina G-code
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineList - Listar rutinas G-code
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineGet - Obtener rutina G-code
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineUpdate - Actualizar rutina G-code
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineDelete - Eliminar rutina G-code
2025-11-07 12:40:30.079,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: generateGcodeFromMovements - Generar G-code desde movimientos y guardarlo como rutina
2025-11-07 12:40:30.080,SYSTEM,MainServer,INFO,,,,0,Servidor finalizado,Exit code: 2
2025-11-07 12:40:30.080,SYSTEM,CSVLogger,INFO,,,,0,Logger finalizando,Cerrando archivo de log
2025-11-07 12:40:43.138,SYSTEM,CSVLogger,INFO,,,,0,Logger inicializado correctamente,Archivo: logs/server_activity.csv
2025-11-07 12:40:43.138,SYSTEM,MainServer,INFO,,,,0,Iniciando servidor Robot XML-RPC,Arguments: 2
2025-11-07 12:40:43.138,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[0] = ./servidor_rpc
2025-11-07 12:40:43.138,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[1] = 8080
2025-11-07 12:40:43.138,SYSTEM,MainServer,INFO,,,,0,Manejadores de señales configurados,"SIGINT, SIGTERM"
2025-11-07 12:40:43.138,SYSTEM,MainServer,INFO,,,,0,Creando controlador del servidor,
2025-11-07 12:40:43.138,SYSTEM,MainServer,INFO,,,,0,Iniciando ejecución del servidor,
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: ServerTest - Respondo quien soy cuando no hay argumentos
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Eco - Diga algo y recibira un saludo
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Sumar - Indique varios numeros reales separados por espacio
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: connectRobot - Conecta al puerto serie del robot
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: disconnectRobot - Desconecta el puerto serie
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setMode - Configura modo manual/absoluto
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: enableMotors - Enciende/Apaga motores
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: home - Homing del robot
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: move - Movimiento cartesiano
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: endEffector - Control gripper/endeffector
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: executeGcode - Ejecuta código G-code en el robot
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: getPosition - Obtener posición actual del robot
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setPositionTracking - Habilitar/deshabilitar tracking de posición
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogin - Autenticación de usuarios
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogout - Logout de usuarios
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userCreate - Crear nuevo usuario
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userList - Listar usuarios
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userInfo - Información de usuario
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userUpdate - Actualizar usuario
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userDelete - Eliminar usuario
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineCreate - Crear nueva rutina G-code
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineList - Listar rutinas G-code
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineGet - Obtener rutina G-code
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineUpdate - Actualizar rutina G-code
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineDelete - Eliminar rutina G-code
2025-11-07 12:40:43.156,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: generateGcodeFromMovements - Generar G-code desde movimientos y guardarlo como rutina
2025-11-07 12:41:08.907,SYSTEM,AuthLoginMethod,DEBUG,,,,0,Intento de login,Function: execute | Usuario: admin
2025-11-07 12:41:08.912,SYSTEM,AuthLoginMethod,INFO,,,,0,Login exitoso para usuario: admin (ID: 1),
2025-11-07 12:41:08.912,REQUEST,XMLRPCServer,INFO,authLogin,admin,127.0.0.1,200,Petición procesada,Login successful - Role: ADMIN
2025-11-07 12:41:08.927,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 12:41:08.927,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 12:42:53.031,SYSTEM,AuthLoginMethod,DEBUG,,,,0,Intento de login,Function: execute | Usuario: user
2025-11-07 12:42:53.033,SYSTEM,AuthLoginMethod,INFO,,,,0,Login exitoso para usuario: user (ID: 2),
2025-11-07 12:42:53.033,REQUEST,XMLRPCServer,INFO,authLogin,user,127.0.0.1,200,Petición procesada,Login successful - Role: OPERATOR
2025-11-07 12:42:53.041,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 12:42:53.041,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 12:43:13.449,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 12:43:13.449,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 12:43:20.985,SYSTEM,MoveMethod,WARNING,,,,0,Intento de movimiento sin robot conectado,
2025-11-07 12:43:20.985,REQUEST,XMLRPCServer,INFO,move,unknown,127.0.0.1,409,Petición procesada,Robot not connected
2025-11-07 12:43:25.773,SYSTEM,MoveMethod,WARNING,,,,0,Intento de movimiento sin robot conectado,
2025-11-07 12:43:25.773,REQUEST,XMLRPCServer,INFO,move,unknown,127.0.0.1,409,Petición procesada,Robot not connected
2025-11-07 12:43:29.495,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 12:43:29.495,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 12:43:40.098,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 12:43:40.098,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 12:56:52.456,SYSTEM,MainServer,INFO,,,,0,Señal de terminación recibida,Signal: 2
2025-11-07 12:56:52.456,SYSTEM,MainServer,INFO,,,,0,Servidor detenido correctamente,
2025-11-07 12:56:52.457,SYSTEM,CSVLogger,INFO,,,,0,Logger finalizando,Cerrando archivo de log
2025-11-07 13:02:26.377,SYSTEM,CSVLogger,INFO,,,,0,Logger inicializado correctamente,Archivo: logs/server_activity.csv
2025-11-07 13:02:26.377,SYSTEM,MainServer,INFO,,,,0,Iniciando servidor Robot XML-RPC,Arguments: 2
2025-11-07 13:02:26.377,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[0] = ./servidor_rpc
2025-11-07 13:02:26.377,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[1] = 8080
2025-11-07 13:02:26.377,SYSTEM,MainServer,INFO,,,,0,Manejadores de señales configurados,"SIGINT, SIGTERM"
2025-11-07 13:02:26.377,SYSTEM,MainServer,INFO,,,,0,Creando controlador del servidor,
2025-11-07 13:02:26.377,SYSTEM,MainServer,INFO,,,,0,Iniciando ejecución del servidor,
2025-11-07 13:02:26.402,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: ServerTest - Respondo quien soy cuando no hay argumentos
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Eco - Diga algo y recibira un saludo
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Sumar - Indique varios numeros reales separados por espacio
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: connectRobot - Conecta al puerto serie del robot
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: disconnectRobot - Desconecta el puerto serie
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setMode - Configura modo manual/absoluto
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: enableMotors - Enciende/Apaga motores
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: home - Homing del robot
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: move - Movimiento cartesiano
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: endEffector - Control gripper/endeffector
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: executeGcode - Ejecuta código G-code en el robot
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: getPosition - Obtener posición actual del robot
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setPositionTracking - Habilitar/deshabilitar tracking de posición
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogin - Autenticación de usuarios
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogout - Logout de usuarios
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userCreate - Crear nuevo usuario
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userList - Listar usuarios
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userInfo - Información de usuario
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userUpdate - Actualizar usuario
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userDelete - Eliminar usuario
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineCreate - Crear nueva rutina G-code
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineList - Listar rutinas G-code
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineGet - Obtener rutina G-code
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineUpdate - Actualizar rutina G-code
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineDelete - Eliminar rutina G-code
2025-11-07 13:02:26.403,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: generateGcodeFromMovements - Generar G-code desde movimientos y guardarlo como rutina
2025-11-07 13:02:40.475,SYSTEM,AuthLoginMethod,DEBUG,,,,0,Intento de login,Function: execute | Usuario: admin
2025-11-07 13:02:40.479,SYSTEM,AuthLoginMethod,INFO,,,,0,Login exitoso para usuario: admin (ID: 1),
2025-11-07 13:02:40.479,REQUEST,XMLRPCServer,INFO,authLogin,admin,127.0.0.1,200,Petición procesada,Login successful - Role: ADMIN
2025-11-07 13:02:40.493,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 13:02:40.493,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 13:04:54.774,SYSTEM,MainServer,INFO,,,,0,Señal de terminación recibida,Signal: 2
2025-11-07 13:04:54.774,SYSTEM,MainServer,INFO,,,,0,Servidor detenido correctamente,
2025-11-07 13:04:54.775,SYSTEM,CSVLogger,INFO,,,,0,Logger finalizando,Cerrando archivo de log
2025-11-07 13:04:57.107,SYSTEM,CSVLogger,INFO,,,,0,Logger inicializado correctamente,Archivo: logs/server_activity.csv
2025-11-07 13:04:57.107,SYSTEM,MainServer,INFO,,,,0,Iniciando servidor Robot XML-RPC,Arguments: 2
2025-11-07 13:04:57.107,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[0] = ./servidor_rpc
2025-11-07 13:04:57.107,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[1] = 8080
2025-11-07 13:04:57.107,SYSTEM,MainServer,INFO,,,,0,Manejadores de señales configurados,"SIGINT, SIGTERM"
2025-11-07 13:04:57.107,SYSTEM,MainServer,INFO,,,,0,Creando controlador del servidor,
2025-11-07 13:04:57.107,SYSTEM,MainServer,INFO,,,,0,Iniciando ejecución del servidor,
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: ServerTest - Respondo quien soy cuando no hay argumentos
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Eco - Diga algo y recibira un saludo
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Sumar - Indique varios numeros reales separados por espacio
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: connectRobot - Conecta al puerto serie del robot
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: disconnectRobot - Desconecta el puerto serie
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setMode - Configura modo manual/absoluto
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: enableMotors - Enciende/Apaga motores
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: home - Homing del robot
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: move - Movimiento cartesiano
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: endEffector - Control gripper/endeffector
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: executeGcode - Ejecuta código G-code en el robot
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: getPosition - Obtener posición actual del robot
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setPositionTracking - Habilitar/deshabilitar tracking de posición
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogin - Autenticación de usuarios
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogout - Logout de usuarios
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userCreate - Crear nuevo usuario
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userList - Listar usuarios
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userInfo - Información de usuario
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userUpdate - Actualizar usuario
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userDelete - Eliminar usuario
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineCreate - Crear nueva rutina G-code
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineList - Listar rutinas G-code
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineGet - Obtener rutina G-code
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineUpdate - Actualizar rutina G-code
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineDelete - Eliminar rutina G-code
2025-11-07 13:04:57.122,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: generateGcodeFromMovements - Generar G-code desde movimientos y guardarlo como rutina
2025-11-07 13:06:24.498,SYSTEM,AuthLoginMethod,DEBUG,,,,0,Intento de login,Function: execute | Usuario: admin
2025-11-07 13:06:24.502,SYSTEM,AuthLoginMethod,INFO,,,,0,Login exitoso para usuario: admin (ID: 1),
2025-11-07 13:06:24.502,REQUEST,XMLRPCServer,INFO,authLogin,admin,127.0.0.1,200,Petición procesada,Login successful - Role: ADMIN
2025-11-07 13:06:24.518,SYSTEM,ServerTestMethod,DEBUG,,,,0,Procesando test del servidor,Function: execute
2025-11-07 13:06:24.518,REQUEST,XMLRPCServer,INFO,ServerTest,anonymous,127.0.0.1,200,Petición procesada,Server test successful
2025-11-07 13:08:17.843,SYSTEM,MainServer,INFO,,,,0,Señal de terminación recibida,Signal: 2
2025-11-07 13:08:17.843,SYSTEM,MainServer,INFO,,,,0,Servidor detenido correctamente,
2025-11-07 13:08:17.843,SYSTEM,CSVLogger,INFO,,,,0,Logger finalizando,Cerrando archivo de log
2025-11-07 13:23:13.723,SYSTEM,CSVLogger,INFO,,,,0,Logger inicializado correctamente,Archivo: logs/server_activity.csv
2025-11-07 13:23:13.723,SYSTEM,MainServer,INFO,,,,0,Iniciando servidor Robot XML-RPC,Arguments: 2
2025-11-07 13:23:13.723,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[0] = ./servidor_rpc
2025-11-07 13:23:13.723,SYSTEM,MainServer,DEBUG,,,,0,Argumento de línea de comandos,Function: main | argv[1] = 8080
2025-11-07 13:23:13.723,SYSTEM,MainServer,INFO,,,,0,Manejadores de señales configurados,"SIGINT, SIGTERM"
2025-11-07 13:23:13.723,SYSTEM,MainServer,INFO,,,,0,Creando controlador del servidor,
2025-11-07 13:23:13.723,SYSTEM,MainServer,INFO,,,,0,Iniciando ejecución del servidor,
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: ServerTest - Respondo quien soy cuando no hay argumentos
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Eco - Diga algo y recibira un saludo
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: Sumar - Indique varios numeros reales separados por espacio
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: connectRobot - Conecta al puerto serie del robot
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: disconnectRobot - Desconecta el puerto serie
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setMode - Configura modo manual/absoluto
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: enableMotors - Enciende/Apaga motores
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: home - Homing del robot
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: move - Movimiento cartesiano
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: endEffector - Control gripper/endeffector
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: executeGcode - Ejecuta código G-code en el robot
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: getPosition - Obtener posición actual del robot
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: setPositionTracking - Habilitar/deshabilitar tracking de posición
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogin - Autenticación de usuarios
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: authLogout - Logout de usuarios
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userCreate - Crear nuevo usuario
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userList - Listar usuarios
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userInfo - Información de usuario
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userUpdate - Actualizar usuario
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: userDelete - Eliminar usuario
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineCreate - Crear nueva rutina G-code
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineList - Listar rutinas G-code
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineGet - Obtener rutina G-code
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineUpdate - Actualizar rutina G-code
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: routineDelete - Eliminar rutina G-code
2025-11-07 13:23:13.740,SYSTEM,ServiceMethod,DEBUG,,,,0,Método registrado,Method: generateGcodeFromMovements - Generar G-code desde movimientos y guardarlo como rutina
